Corey Schafer(Python),corey_schafer_python.jpeg,"In these Python Beginner Tutorials, we will be learning the fundamentals of Python programming from the ground up.",eng,YouTube,https://www.youtube.com/playlist?list=PL-osiE80TeTskrapNbzXhwoFUiLCjGgY7,"video"
Программирование на Python,programming_on_python.png,"Курс посвящен базовым понятиям и элементам языка программирования Python (операторы, числовые и строковые переменные, списки, условия и циклы).",rus,Stepik,https://stepik.org/course/67/info,"platform"
Введение в программирование на С++,intro_to_programming_on_cpp.jpeg,"Программа курса на базовом уровне освещает практические основы программирования. В ходе обучения предстоит решить множество небольших задач, охватывающих основные базовые конструкции языка C++",rus,Stepik,https://stepik.org/course/363/info,"platform"
C++ by The Cherno,cpp_by_the_cherno.jpeg,"C++ tutorial playlist by EA Sports Engineer.",eng,YouTube,https://www.youtube.com/playlist?list=PLlrATfBNZ98dudnM48yfGUldqGD0S4FFb,"video"
Super Simple Dev - HTML and CSS,super_simple_dev_html_css.jpeg,"Learn to build websites with HTML and CSS. This is a full course that covers all levels from beginner to pro.",eng,YouTube,https://www.youtube.com/watch?v=G3e-cpL7ofc&t=3782s,"video"
Super Simple Dev - JavaScript,super_simple_dev_js.jpeg,"Designed for beginners (even with 0 coding experience). We learn JavaScript and build an app from the ground up.",eng,YouTube,https://www.youtube.com/watch?v=SBmSRK3feww","video"
thenewboston C++,thenewboston_cpp.png,"thenewboston Official Buckys C++ Programming Tutorials Playlist!",eng,YouTube,https://www.youtube.com/playlist?list=PLAE85DE8440AA6B83,"video"
"Тимофей Хирьянов(Python, C++)",timophey_hiryanov_cpp.jpeg,"Я — преподаватель кафедры информатики МФТИ, г Долгопрудный, также работаю в онлайн-школе foxford.ru Выкладываю свои лекции и занятия с открытым доступом.",rus,YouTube,https://www.youtube.com/@tkhirianov/playlists,"video"
Практика по математике и Python,math_and_python_practice.png,"Практикум для начинающих осваивать Python с наборами дополнительных задач и материалов для углублённого и более детального изучения программирования и математики.",rus,Stepik,https://stepik.org/course/3356/syllabus,"platform"
