Интерактивный тренажер по SQL,interactive_sql.jpeg,"В курсе большинство шагов — это практические задания на создание SQL-запросов. Каждый шаг включает  минимальные теоретические аспекты по базам данных или языку SQL, примеры похожих запросов и пояснение к реализации.",rus,Stepik,https://stepik.org/course/63054/syllabus,"platform"
Complete MongoDB Tutorial,mongo_net_ninja.jpeg,"Hey gang, in this series you'll learn how to use MongoDB (a NoSQL database) from scratch. You'll also learn how to integrate it into a simple Node.js API.",eng,YouTube,https://www.youtube.com/watch?v=ExcRbA7fy_A&list=PL4cUxeGkcC9h77dJ-QJlwGlZlTd4ecZOA&index=1,"video"
Fundamentals of Database Systems,DataBaseTextbook_cover.png,"Fundamentals of Database Systems Textbook",eng,Textbook,"DataBaseTextbook.pdf","pdf"
