Programming with Threads,sorber_threads.jpeg,"How to create and join threads in C (pthreads). // Threads are super useful and super dangerous. Loved by new programmers, feared (or at least respected) by experienced ones, and something that every programmer should understand. This video will help get you started using pthreads—the most commonly-used almost-universal-standard for writing computer programs that can work on multiple things concurrently.",eng,YouTube, https://www.youtube.com/playlist?list=PL9IEJIKnBJjFZxuqyJ9JqVYmuFZHr7CFM,"video"
"Andrew S. Tanenbaum - Modern Operating Systems","Andrew S. Tanenbaum - Modern Operating Systems_cover.png","Andrew S. Tanenbaum - Modern Operating Systems Textbook",eng,Textbook,"Andrew S. Tanenbaum - Modern Operating Systems.pdf","pdf"
